1302 478685.350 2296938.170 11.426
T100 478660.288 2297003.868 11.236
74 478659.489 2297002.172 11.211
23 478661.283 2297002.658 11.215
23 478663.368 2297003.126 11.215
74 478664.445 2297003.163 11.278
774 478669.941 2296985.822 11.238
23 478668.615 2296985.457 11.257
23 478666.126 2296984.729 11.238
74 478664.045 2296984.029 11.256
23 478672.117 2296968.495 11.303
23 478674.401 2296969.520 11.295
74 478668.520 2296965.096 11.221
31 478664.651 2296965.377 11.114
30 478656.502 2296967.319 9.538
31 478651.137 2296963.839 10.779
74 478677.507 2296944.939 11.353
23 478680.152 2296944.764 11.328
23 478683.231 2296944.341 11.334
12 478687.526 2296944.592 11.308
7 478687.520 2296945.426 11.210
550 478686.480 2296949.288 11.183
551 478685.420 2296952.596 11.183
71- 478683.984 2296956.783 11.192
55 478688.620 2296953.976 11.169
77 478685.000 2296963.047 11.194
551.55- 478690.836 2296964.824 11.216
55- 478689.455 2296968.805 11.274
774 478684.112 2296972.527 11.182
74 478688.226 2296972.841 11.276
12 478683.008 2296975.422 11.303
74 478682.557 2296984.845 -1987.010
999 478682.682 2296975.543 18.297
550 478692.455 2296960.867 -1986.481
1301 478676.116 2296967.255 11.221
T101 478650.714 2297071.754 10.939
74 478656.602 2297047.360 11.220
23 478654.435 2297047.174 11.140
23 478651.921 2297046.935 11.168
74 478647.399 2297047.490 11.116
3 478646.025 2297037.069 11.095
74 478654.022 2297029.809 11.264
23 478655.147 2297028.454 11.126
23 478658.799 2297028.456 11.200
74 478659.577 2297028.566 11.120
74 478662.567 2297013.587 11.049
23 478661.604 2297013.195 11.177
23 478658.567 2297011.535 11.249
74 478657.274 2297011.813 11.147
31 478650.062 2297013.799 11.084
30 478642.019 2297012.122 9.572
31 478636.254 2297013.968 10.678
12 478676.414 2297014.154 11.184
3 478672.451 2297024.759 11.134
3 478670.056 2297035.335 11.033
74 478675.668 2297006.519 11.206
74 478679.247 2297006.609 11.240
74 478671.295 2297023.888 11.153
74 478673.322 2297026.259 11.154
74 478670.931 2297038.012 11.068
74 478669.181 2297032.700 11.057
T100 478660.282 2297003.855 11.233
T102 478675.416 2297114.228 10.740
23 478673.811 2297112.337 10.775
74 478672.727 2297112.244 10.848
23 478673.721 2297111.831 10.739
23 478676.052 2297110.133 10.737
74 478677.521 2297109.665 10.721
12 478662.696 2297109.949 10.878
3 478657.405 2297104.550 10.842
3 478652.784 2297096.840 10.650
12 478650.400 2297086.371 10.700
122 478652.640 2297086.243 10.721
7744 478650.940 2297076.566 10.937
74 478643.435 2297082.352 10.898
323 478641.908 2297081.115 10.730
74 478639.970 2297080.171 10.786
74 478644.764 2297072.868 11.029
23.323 478652.369 2297070.195 10.985
74 478645.454 2297054.142 11.115
23 478650.742 2297056.718 11.121
23 478652.966 2297056.774 11.035
7744 478655.446 2297063.345 10.984
7744 478657.290 2297063.724 11.086
74 478665.065 2297057.748 10.840
12 478663.489 2297050.134 11.009
74 478658.745 2297070.369 11.014
23 478655.649 2297070.818 10.897
74 478667.509 2297088.875 11.084
23 478665.641 2297090.290 10.939
23 478662.766 2297091.812 10.918
74 478660.841 2297092.715 10.671
999 478663.020 2297050.284 18.193
999 478656.745 2297114.424 19.008
12 478656.630 2297114.443 -1981.047
40 478663.745 2297098.861 -1986.282
T101 478650.713 2297071.739 10.936
T103 478702.299 2297134.758 10.796
23 478700.567 2297133.332 10.774
74 478698.725 2297130.404 10.861
12 478698.197 2297128.424 10.971
23 478694.600 2297133.268 10.863
31.74 478694.291 2297133.788 10.911
30 478693.585 2297135.001 10.333
31 478692.790 2297136.112 10.732
31.74 478685.118 2297128.433 10.835
30 478684.624 2297129.717 10.335
31 478683.678 2297131.000 10.673
23 478685.746 2297126.088 10.720
23 478687.615 2297124.078 10.720
74 478689.063 2297122.623 10.716
122 478664.989 2297111.040 10.931
999 478663.309 2297110.215 18.028
999 478697.950 2297128.581 18.158
T102 478675.409 2297114.209 10.737
T104 478731.913 2297154.107 10.728
12 478715.075 2297148.022 10.738
31 478715.504 2297147.327 10.708
23 478714.327 2297144.054 10.795
23 478715.797 2297141.383 10.806
774 478715.312 2297140.061 10.903
31.74 478703.645 2297139.660 10.885
30 478703.240 2297140.857 10.241
31 478702.598 2297141.614 10.663
74 478716.656 2297136.720 10.809
77 478718.064 2297115.047 10.936
70 478721.428 2297116.981 10.911
71 478724.209 2297118.674 10.881
T103 478702.293 2297134.754 10.794
T105 478799.011 2297187.622 10.677
23 478773.678 2297177.628 10.808
23 478774.849 2297174.410 10.782
23 478763.484 2297167.220 10.798
23 478762.641 2297171.835 10.765
31.74 478761.666 2297173.115 10.838
23 478752.788 2297162.481 10.718
23 478751.693 2297166.778 10.742
31.74 478751.671 2297168.024 10.981
31.74 478739.668 2297160.983 10.896
30 478738.986 2297162.318 10.391
31 478738.763 2297163.308 10.770
23 478738.974 2297158.764 10.743
23 478740.421 2297156.091 10.757
23.323 478734.180 2297154.373 10.776
774 478734.505 2297157.619 10.699
331 478733.622 2297158.491 10.687
331 478732.590 2297159.516 10.718
331 478728.191 2297157.109 10.894
331 478729.095 2297155.623 10.676
774 478730.347 2297155.371 10.767
774 478731.570 2297162.258 10.723
774 478723.879 2297160.086 10.731
323 478724.485 2297161.073 10.712
7744 478721.372 2297131.862 11.059
77.744 478731.935 2297135.803 10.987
70 478733.215 2297136.124 10.811
71 478736.471 2297138.269 10.702
12 478736.594 2297148.412 10.968
71- 478752.732 2297148.508 10.901
3 478759.042 2297155.043 10.813
550 478764.990 2297144.974 10.915
551 478774.593 2297150.641 11.017
12 478770.148 2297166.228 10.958
7744 478783.825 2297173.135 10.622
774 478787.575 2297168.221 -1985.697
12 478720.710 2297108.741 -1984.562
550 478746.594 2297133.102 -1985.072
551 478755.259 2297138.360 -1986.512
T104 478731.889 2297154.106 10.724
T106 478843.109 2297217.137 10.669
23 478835.762 2297211.321 10.690
12 478833.200 2297215.873 10.800
774 478821.874 2297207.967 10.639
774 478818.468 2297213.723 10.683
23 478821.639 2297206.244 10.687
23 478821.328 2297202.222 10.621
744 478821.016 2297200.242 10.654
744 478811.566 2297193.953 10.647
23 478809.455 2297196.094 10.708
23 478807.473 2297198.364 10.735
331 478805.161 2297200.362 11.072
30 478804.490 2297201.235 10.623
331 478803.809 2297202.101 10.805
744 478800.655 2297204.078 10.817
744 478794.555 2297198.408 10.871
31 478795.727 2297197.731 10.856
30 478796.407 2297196.616 10.387
31.74 478796.138 2297194.780 11.050
744 478807.532 2297200.623 10.925
74 478793.006 2297190.768 10.761
23 478793.274 2297189.764 10.823
12 478773.251 2297181.295 10.642
744 478792.536 2297180.485 10.605
12 478804.558 2297184.847 -1982.807
T105 478798.996 2297187.619 10.670
1303 478892.699 2297239.167 10.933
23 478882.389 2297233.129 10.882
74 478876.200 2297241.384 11.013
23 478882.976 2297229.895 10.987
7 478887.794 2297220.124 11.046
77 478886.231 2297223.585 11.067
3 478874.466 2297214.767 11.083
